textID,text,selected_text,sentiment
dab2082ede, yus! :3 he was really nice,he was really nice,positive
106e3d1042,**** being broke on the day Guitar Hero Metallica comes out!  Boooooooo,Boooooooo,negative
b6ae06369c,Revamping my recording studio today and adding some nice high end outboard gear...very exited!,very exited!,positive
9864618eca,fucken tired as ****  it`s sunny.. good day? deffff,fucken tired as ****,negative
7d665a86e0," Thank a Chu?t ï¿½  Ch?c v?y quï¿½, hik, ch?c em ph?i ?i h?c 1 khï¿½a ph? c?p ki?n th?c c? khï¿½ g?p =.=",Thank a Chu?,positive
eb13d7f4a5, hmmm Essense awards would be fun... but also pricy,fun.,positive
39c984c2eb,"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah","sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah",negative
6ca23f90ff, Thats actually not that fun as you would think... I was hurting for a week after a similar experience.,Thats actually not that fun as you would think.,negative
d7f6f40f36,Good Morning,Good Morning,positive
47a6b0327e,Feel like death  evil headache and need to pack and drive to parents. Bum.,Feel like death  evil headache,negative
9bacf5e83d,Startin to get a head ache!!!! Uuuggghh!!!,ache!!,negative
1dc6729f9c,wish it wasn`t raining,wish,positive
37835b330f, I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache & eyes hurt,I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache & eyes hurt,negative
da27524b88,_ann_cole  i thinks thats right lol... please follow me... much appreciated,much appreciated,positive
84f6b89fd7,I love that Joan Rivers says it`s Family First.,I love that Joan Rivers says it`s Family First.,positive
cdb59f1fd1,Happy mother`s day to all the mom`s! Love you mom,Love you mom,positive
93de1656ca, omg! I dont blame you! hope you didnt hurt him too bad,hope,positive
0b5d29b8e4, it`s cloudy and damp over here too. i hope it doesnt rain for tonite`s track meet  i`d hate to do interviews in the rain,hope,positive
87253d3346, my bad. I thought you were talking about today,bad.,negative
59b77080c1, britain is ****,****,negative
2848eceecb, I have trouble updating!!!,I have trouble updating!!!,negative
96186fed70,Why did sound input for my computer stop working?  It`s not the mic or jack (USB webcam mic doesn`t work either) Checked input controls.,Why did sound input for my computer stop working?  It`s not the mic or jack (USB webcam mic doesn`t work either) Checked input controls.,negative
2a75121552, heheh ....qualifying was pretty exciting tho  ..,heheh ....qualifying was pretty exciting tho,positive
4ea680da2c,  I`m so sorry.  I don`t understand why some people expect everyone to react to these things with the same 'poise' as themselves,I`m so sorry,negative
cb4ca6a513," Need a tickettttt  Gah. Ya you`ve got me on there, reason346.. Haven`t listened to dear Elliott for a few weeks...overdue..",..overdue,negative
66ed8370d0,_ I don`t see how there could possibly be another choice.,I don`t see how there could possibly be another choice.,negative
cbe3cce875,My face an my arms. Tragic. Seriously.,My face an my arms. Tragic. Seriously.,negative
77763d8ef7,"catching the last bit of Later with jools .. last in series .. sob, cry","sob, cry",negative
c121688561,My goodness! I go single and **** goes crazy! Haha. **** this. I like being single too much. I do what I want...holla!,My goodness! I go single and **** goes crazy! Haha. **** this. I like being single too much. I do what I want...holla!,positive
deea02e346,i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.,i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.,negative
82e72420e9,http://twitpic.com/4wkpl - Widescreen laptop + rotation + comics = Awesome.,Awesome.,positive
5cf8834e89, Lol... She is fine the way she is  How has your weekend been?,fine,positive
d01a499be1, yes! it definitely paid off ... thanks 4 the advice,yes! it definitely paid off ... thanks 4 the advice,positive
b9d9d64cc5,i miss my puppies...,i miss,negative
8a053811f7,:kwanghock    it is the Hao Da Za Ji Pa?? I miss the food there so much??,I mis,negative
2274e98d09,OMG 17 again... I`m so buying that on DVD   Yeahness for another good movie  Also thanks to my movie buddies :],ss for another good movie  Also thanks to my movie buddies,positive
d2edadaabd,"had a cracking night last night, don`t think i`ve ever laughed so much  nice, lazy day today woop!","cracking night last night,",positive
d55030a05e,had the best weekend EVER  XXXXXXXXXXXXXXXXXXXXXX,had the best weekend EVER,positive
5a1a7e1726,Glad to be home I wish I could make  feel better,Glad to be home,positive
f6de3a1120,this is a horrible day.,this is a horrible day.,negative
b442e1cca8,. Awesome!  what kind?,Awesome!,positive
e4407bed39,"Fantastic weekend - hairdressers, stylish luncheons & a Fabulous girlie night with wine, cheeses & chocolates...And dancing till morning",Fabulous,positive
a27a31f5b8," - well i greatly appreciate your comment.  That means a lot to me.  I`m working on both of them...work in progress, you know.",greatly appreciate,positive
855ed0764e," hmmm, I thought u were sleeping!! Too bad I can`t see those videos until tomorrow night.",Too bad,negative
19bb515fd0, haha nice to know I`m not alone! Working in the BBC and can`t see it,nice to know,positive
0e659fcc77, http://twitpic.com/4fnaa - haha love you two girl,love,positive
392272a501,"sorry , i chili cheese dogged without you",sorry,negative
4ac14855b8,Oh how today sucks....,sucks..,negative
153329eb1c, lol thanks!,thanks!,positive
8d502d49aa,_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW & looking at THE PICTURE! lol Happy Bday! <3,Happy,positive
cbf2c62757, hi my name is Chelsea and i respect your opinion when it comes to dwts. you were great on there too!,respect,positive
ac4ecae705,Laying in the bed boreddddd looking through old cookbooks for new recipes,Laying in the bed boreddddd,negative
f2d7100757,Geometry is so **** boring.  waste of time.. 20 more minutes left,**** boring.,negative
a0577b9f07,Hates being sat around alone on a Friday night. big sad old loser,big sad old loser,negative
a10d0d52c2, Good Luck!!!  keep rockin!,Good Luck!!!,positive
e332d5207a,Itt`s the BIG TIME Saturday night  Playing Canasta then a movie then...Psych homework?  Stay shiny and love everybody!!,d love,positive
d9487f0568,_om 'If I should paint my fingernails green- oh and it just so happens I do paint them green...'  Marvelous,Marvelous,positive
1ff39823d0,just picked up her Blackberry from the middle of the street! Both she and it are crushed!,Both she and it are crushed!,negative
9bf583dd17,"Just booked my tickets for London on thursday, i`m so exicted",i`m so exicted,positive
e3f761b95c, That`s exactly how I feel.  I hope you start feeling better soon.,I hope,positive
c975b2b6d1," ah it doesnt work for me  but i just want to say i love the beach girl, you guys are acee! england loves you (: ****",i love,positive
32a4a02122, Cant wait to do some of those things,Cant wait to do some of those things,positive
93b0bf18ce," i`m totally gutted, i ended up with my foot in a cast today so i can`t travel to nottingham now to see you guys   ****","gutted,",negative
f712e2add0,is so sick of myself + my life  i`m never going to be as good i want + need to be. xoxoxo </3,sick,negative
e398796286, I don`t like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death,don`t like,negative
c5f1b3ee3e,"Not feeling very good at all, why does this have to happen today of all days? Not going to friends tonight",good,positive
4da102991d, Oh no! I totally forgot he played today.,I totally forgot,negative
8ca80c377c,good morning! off to the gym I go,good morning!,positive
8963b071bd,Ugh I can`t breathe right today,Ugh I can`t breathe,negative
37dc843ad5, YAY!!  I was supposed to be there next weekend. But its off now.   But I`ma make it out there...I <3 Philly.,YAY!!,positive
fc631dedcb,I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!,happy!,positive
44572fb7cd,you wanna know what`s worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon,what`s worse...,negative
919f8faa15," Oh how cool!!!, ok so for your head just laydown and put ice on it, that should heep the swelling down, I feel really bad",I feel really bad,negative
a8531ac45a,chris sab and i = COMME ESTAS ****,****,negative
51802bebdf," After many attempts, I can`t figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry",Frustrated,negative
37db776b4a," yeah, I much prefer tweetdeck but if you must have multiple accounts",much prefer,positive
7349cb7ad5, I`m stuck with BOO!!!! Jeeeez shoot me now,I`m stuck with BOO!!!! Jeeeez shoot me now,negative
02fa5f5a0e, I use NewsFire. Works like a charm,Works like a charm,positive
63b70ca836,I just had to look up endometriosis. Oy!,endometriosis.,negative
f042305265,'I`m giving up on you. I don`t care how you mess up your life now.'... :`(,'I`m giving up on you. I don`t care how you mess up your life now.',negative
04ff98634a,Needs a yummy breakfast after her shift,Needs a yummy breakfast,positive
5715e8a9ae,Happy Mothers day to all the grown n happy & the lil prego smuts lol Just Playing everyone is loved.. happy Mothers Day & God Bless,Happy Mothers day to all the grown n happy & the lil prego smuts lol Just Playing everyone is loved.. happy Mothers Day & God Bless,positive
089d57ef99, http://twitpic.com/4w06l - LOVE IT! U have a great job!!,LOVE IT! U have a great job!!,positive
4af4380faa,"Dad just said that our trip to UK is cancelled, due to da swine flu. Ooops! Sorry abang.",Ooops! Sorry,negative
ed0114288e,"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now.","I hate screaming children!! I guess I hate screaming children besides my own, now.",negative
a83211e2dd," what on earth happened to wentworth`s page?!? i`m devastated, as i`m sure ALL of his fans are!","i`m devastated,",negative
7c7640eec3,I just got a wiff of pazik fart!,wiff,negative
ecf151daa5,"Not feeling too good at ALL, about to head to work from 12-5.  Not a bad shift, just not fun when you don`t feel well! Hope it goes FAST","Not feeling too good at ALL,",negative
dbef5435a3," Hahaha! Is he snoring, too?",Hahaha!,positive
38475e87c7,Time to do house chores! Ugh!,Ugh!,negative
1e4bcc6393," come home, then. Not so boring here.",so boring here.,negative
1ae6d5e27e," no your not  they are very cute, how you going being a daddy?",they are very cute,positive
6b32e8ad3b,1 John is an amazing book. Just what I needed to brighten my mood.,amazing,positive
aa1a1ac586,is Happy Mothers Day.   Taking Mum out for dinner to one of my favourite restaurants down Glenelg now,Happy Mothers Day.,positive
f21bc918f8,notthebest weekend....but oh well....I have a right to be sad,I have a right to be sad,negative
5ba6923f40,sitting at home...need to be pricing the garage sale items...but i have no help so its boring by myself,boring,negative
a957503423, Thanks. End up going to Makino Chaya,Thanks.,positive
2dc2b2ecaf, i love you <3  host me lmao,love,positive
014c65b878, apparently!  Haven`t tried the site tho. Maybe will get better results.,apparently!  Haven`t tried the site tho. Maybe will get better results.,positive
5b967470b9,noooo!   all summer?! I won`t see your charming little face ALL summer?!,noooo!,negative
86fdd3fd56, You know what?  That cowboy hat in your pic made me smile today (you don`t see many of those in Japan),c made me smile today,positive
abaed895f6,"Wait - No Wind in Hair - that would be I-L-L-E-G-A-L!!  I would Never break the law!! No, never.","I would Never break the law!! No, never.",positive
9ed722766b," You`re not the only one surprised that FreeTDS and UTF-8 don`t 'just work'. But you`ll get it right, eventually.","But you`ll get it right,",positive
af921ea141,what a wonderful day...i am going to sleep so well tonight,what a wonderful day..,positive
3a9bdb7666, hopefully I`ll get to see HTB next week and LA really soon!! Can`t wait!!!,hopefully,positive
eca1234693," Well thats even worse cuz when it gets hurt everyone is in pain, but poor Stephen has a smushed twitter now!","it gets hurt everyone is in pain,",negative
d6d4d05630, Sweeny Todd is deadset one of the best movies of all time,best,positive
3b6c38381d,Finally managed to catch her boyfriend on skype... sooo happy now,happy,positive
c5498a9126,I am not doing much  all well!,I am not doing much  all well!,negative
683c467d2a, i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!,boring,negative
e3208059a2,_lpz yeah text me!!! i wnat to go!!!!! but my car is broken!!,broken!!,negative
ea197470c7,Had fun 2nite...i was pleasantly surprised,pleasantly,positive
11b830c864,My teratoma has a cavity and is experiencing male-pattern baldness,My teratoma has a cavity and is experiencing male-pattern baldness,negative
54539fe355,LUCY IS HATING ON MY GWEG!,LUCY IS HATING ON MY GWEG!,negative
c5db0d449c,"OK, when will this post RNY girl learn; rich sugary food is a BAD idea! No more golden graham bars out of the vending machine. Bleck!",BAD,negative
be4736e1af,just found out that my husband`s grandma fell down the stairs & is at the hospital with several broken bones...praying hard!,just found out that my husband`s grandma fell down the stairs & is at the hospital with several broken bones...praying hard!,negative
8c206e1984, why am I weird?,weird?,negative
52b3be76d0,Arrogant **** on tap in Oregon. WHAT!!!!!!,****,negative
abd2080ba9, This is not my day,This is not my day,negative
5820925380,"Friends are gone. Sushi, movies, laughter. Just what I needed. FUN!",FUN!,positive
c323eae7d0,"Woe, it`s definitely NO fun to travel first class with a bike. You have to fight your way through 7 coaches `til you reach your seat",NO fun,negative
8a7feebc4b, Boring? What?! Ugh!!!  come back to of then!,Boring?,negative
67b21ecb00, Haha I like that. You`re actually saying thanks to the bots! Never looked at it like that.,a I like that.,positive
7007eaf319,  that`s bad as it affects all the languages that run on the JVM. Too bad!,. Too bad!,negative
c8a4141d9d," Their inability to manage money, tough job market, and they`re getting behind on bills. This is why no savings is bad",r inability,negative
36ead74ef4," Yep, exactly   And I`m really sad about this tour...I know I`m gonna cry at my last M&G....","Yep, exactly   And I`m really sad about this tour...I know I`m gonna cry at my last M&G...",negative
63e6919dde,_lawrence did you forget something this morning? you nearly ran me over at the bottom of the hill!  its very very warm in the shop! x,forget something this morning?,negative
21d1fd0e6a,Hey #rda2009cla presentation was too large to post!  sorry   (From rules to entities: cataloguing with RDA live > http://ustre.am/2j3l),Hey #rda2009cla presentation was too large to post!  sorry,negative
8c96caddab, safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one,it is an awesome time,positive
ef30417fc8,"So disapointed,good Evans,  they sound really bad, so out of tune  #britainsgottalent","disapointed,g",negative
042539ed65,kellie: Its a major problem okay. alex: what is? Kellie: hahahahahahahaa your face,hahahahahahahaa,positive
7ebebea7d5,I left my ipod in the car so now its all warm.,all warm.,positive
f5fb5b2236, I know   Guess I was hoping they`d revitalize the plot lines as well instead of reverting to old cliches!,as hopin,positive
15ed32ea9b," this is funny, we just discussed Bela Lugosi  over dinner, his apearance in Plan B from outer space 'best' movie ever","this is funny,",positive
7a6dda6abc,mmmmmm mcdonalds coffee is soooooo good.....maybe going to hookah tonight with the abbster,soooooo good..,positive
a0bb7baf1e, I SLEPT THROUGH MY ALARMS  woke up at 6 instead of 4  i feel like a complete tool,4  i feel like a complete too,positive
d1d7ed938d, - great site.  The photos on it are fantastic.  Will be very useful for my visit to Pembroke (inc Skomer) in June,e fantastic,positive
a29c1c1a2c," my hubby`s a vet, so we `get` that animals are like children!! all the best! hope ur biz is going well",best!,positive
87b3f8f784,_aka_Rowan he could be talking to me  (he`s probably not though ;) ),(he`s probably not though ;),negative
87cc767ac7,happiest girl in the world.  best weekend ever and I can`t wait for next weekend either!!!  so grateful for all my blessings!,happiest,positive
7575d5433c,": What, you`re not really an alcoholic? I AM V. DISAPPOINTED! D: Seriously, though, I got that you were kidding.",DISAPPOINTED!,negative
66537827a5,watching because i said so! happy mothers day!,watching because i said so! happy mothers day!,positive
a7fc7285a0," Wow, you mom has a lot of energy. I`m getting tired just reading your tweet and ur living it.",tired,negative
5e713475b1,argggggg car crash tv its just sooooooooo horrible to see her like that  #bgt,horrible,negative
cecd8f1042,   good point!! Mine is on its way. How did he get delivered?  I will post pics too wen I get him,goo,positive
599912ea69,Trader Joe`s 'sushi' is a fail.,fail.,negative
deb049893c, That`s one of the reasons we thought 'Should we have a kid?'  'Nah - let`s get a piano instead.'    You poor buggers,'    You poor bugg,negative
ddbc804570, i KNOW! AHH!  so fun!,so fun!,positive
73355afc38, Why I gotta be all that?... I sad now,sad,negative
eb1b945fa0,_OTTAWA have fun!,fun!,positive
1296561623,G`night Twitterverse! Thanks for keeping me entertained!!,G`night Twitterverse! Thanks for keeping me entertained!!,positive
d10467dde7," yes! fb, ah i miss you",miss,negative
e2b3058cc8,"and she was all like 'dude. I care about you.' and it made me smile  yea that teaches me not to drive on E, lol",care,positive
fa34015970,_aguirre Now I wish I was going,I wish,positive
964dc3d4fb,"So, what are you all doing? I`m eating crackers! Yummy. The unsalted ones of course. I only do salt in my caviar.",Yummy.,positive
8ae732e1c0,all dressed up and no where to go...,no where to go...,negative
a0d93a9442,Watching 5 children and it.  i really should be studying. I`ll start soon :[,i really should be studying. I`ll start soon :[,negative
eaeef48b7c,"Ok, i`ve eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!",bored,negative
53fb5a7ed8, Psych has to be better than neuro!  Or at least in a better part of town?  I miss you,?  I miss yo,negative
41ffd5d541,It`s raining that fine rain!!! U know the fine rain that wets you the most,It`s raining that fine rain!!!,positive
a967b74bad,Apparently it`s 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?,Why the hell did I leave Kilkenny!?,negative
83faa7f07f,  i wlda seen it wit you! dummyhead.,! dummyhead.,negative
99b66c9ef9,"I have an awesome picture of happy pint, but it`s not sending",awesome,positive
b30819d21a," Cheers John, thanks for following me. Look forward to your twitterings too. Think this`ll be a good place for my rants  ****",Think this`ll be a good place for my rants,positive
043554b8ea,I`m so proud of my NAU graduate friend!!! We`re getting ready to celebrate  tonight!!! It`ll be an international ordeal~,proud,positive
75f1db00ca," brazil LOOOOOOOOVES you, i miss you  24th may, the perfect day off","brazil LOOOOOOOOVES you,",positive
aa0dbba4bc,_it_good den fell asleep on me!!!,_it_good,positive
2170481869,"Chillin with the rents, and looking at hilarious old photos. Well funny!","Chillin with the rents, and looking at hilarious old photos. Well funny!",positive
e6e4f24b3a,Getting all annoyed cos this weekend`s going to be hot. I`m bloody working,annoyed cos this weekend`s going to be hot. I`m bloody working,negative
802111a3ac, http://twitpic.com/5h3ad - And Brazil??? WE LOVE YOU TOO!!,WE LOVE YOU TOO!!,positive
b2286aea10,_rockett i know! And he laughed at the stupid `women`s right`s` joke. Wth! Glad we have the same humor!,Glad,positive
e68f9d029e, i guess ill never have it  but the sad thing is that u didn`t put an Alternate e-mail!! cause if u dont remember ur secret,t the sad thing is,negative
9e925084fe,OUCH! my earphones just shocked me,OUCH! my earphones just shocked me,negative
32c85dc305, Well the one thing where you lay on the floor I couldn`t do all of them....I`m very out of shape,.I`m very out of shape,negative
ddf77049bc," haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol",se none of my friends liking,negative
3fb8232118,  Yeah the spammers are discriminating: none of the females  are part of the target group apparently,e discriminating,negative
600beeae50, I love it. Tell me it didn`t match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?,love,positive
c3895e34db, It is a sad commentary is it not?,sad,negative
77a183021d, i miss you too,i miss you too,negative
ff0ec528ac, Seesmic Desktop seems pretty good. Nice find,Nice find,positive
176b4c7ca2,What an incredibly great day.  hahaha!,an incredibly great day.  hahaha!,positive
13826b6ec5,  awww thank you,awww thank you,positive
9f3be484af,roughnight,roughnight,negative
9a28ff3bc4,morning!  well excited dancing down the park todayyy! should be good!  wooo c`mon venue!  ****,excited,positive
50f928420a,i love it when justin timberlake hosts snl; hilarious,i love it wh,positive
5d3c1810ed," if i can buy sleep for you, i will... that`s what you need!",i will.,positive
48d5705291," today 'sonny with a chance' came to brazil, i loved it!! you`re amazing <33 please reply",i loved it!! you`re amazing,positive
fe89ee6890, do I discern a request for Hulu support? excellent idea!,excellent idea!,positive
7fda3b5218,Happy #juddday everyone!,Happy,positive
ad24014a6d," yeah, but Mr. Mom`s I would say, appreciate their wives much more than the avg dad   I have a new found respect for mothers now",appreciate their wives,positive
229bb8eb0e, Is you cat clean again?  Hope so ;) ****,Hope so,positive
528c690acd,i tried calling work 5 times and they wont answer,i tried calling work 5 times and they wont answer,negative
99c4388c9c,"When someone edit your designs is called plagiarism right??, but what can you do??, I`m tired, exhausted and dissapointed","I`m tired, exhausted and dissapointed",negative
4d484694b2,Java Concurrency in Practice is probably the best Java book I`ve ever bought. There`s a recipe in there for interrupting blocking IO ops,best Ja,positive
c05baeee4c,Wants somebody to cheer her up,Wants somebody to cheer her up,positive
1d46f0705c,"has had a wonderful day with some gorgeous girls, followed by dinner and drinks with the Swedes",wonderful,positive
cc732ad472,"7846 - almost catching  up, so gonna kick her ****, and woop i will b joing the 10k mile high club soon","kick her ****,",negative
5814515ab4, Aww thanks! I am indeed graduating on Friday. Just 4 finals stand between me and freedom...or Teach for America and law school,Aww thanks!,positive
fefa99d1cc,Just woke from the longest sleep in months-so nice! Now to get some work done so i`m prepped for next wk & free for K coming home tonight,nice!,positive
04a6326f33, It was BuckFast. Brain just went blank,Brain just went blank,negative
49544611fa, nah will didn`t tell diego so we at some donminican spot getting **** up,getting **** up,negative
121067760b,I keep pulling out my knitting at my desk and then putting it back.  Not good!  Not good!    T-minus 15 minutes till release........,Not good!,negative
35f25a15ad,   me too.  it depresses me thinking about it.,it depress,positive
449d8c7cf7,is sitting in the marshall center w/Mina. Some1 must really not want me to go to the gym..this time i lost my wallet n w/no ID i cant go,this time i lost my wallet,negative
86fc779c2a,thanks for the feedback everyone,thanks,positive
a614fc10f5," {{{HUGS}}} Okay, just making sure!",just making sure!,positive
30fab0da46,Damm servers still down  i need to hit 80 before all the koxpers pass me,down,negative
f4fd2dc7f7,decided that wolf in a future Star Trek Logo game would be much cooler than Chewy in Star Wars,cooler,positive
451ea0c982,happy mother`s day to all moms and pseudo stepmoms,happy,positive
666d9b85ae, Same! And big moths and wasps and just insects in general HAHA I hate them,hate,negative
712655373b, that`s great!,great!,positive
d7733610a1, **** how you not gonna follow me son?,****,negative
93e36f1caf,"Don`t know what to do right now...pretty bored, but I refuse to study. Any suggestions?","pretty bored, but I refuse to study.",negative
5b3a51db23,Pretty sure my kitties missed me...one is laying on me and the other 2 are on each side of me. They are so cute though.,cute th,positive
5f4cde780d, Oh no! Dead muffins ... how sad,sad,negative
c42803ec3a," That`s true. Unfortunately, the leads in the movies don`t die on such a high note. It`s more the Friday The 13th model","Unfortunately,",negative
bfc6990ce4,_Manford Awww thats such a lovely thing for u to say to me  are u doing any in manchester? x,lovely,positive
009a952227,The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.,forgot,negative
febbd3b8d9, i havent been out west since 07...i think i picked a bad wknd b/c its overcast out here tho,.i think i picked a bad wknd,negative
a8a46f19de, australian hardcore/metalcore scene is amazing right now. look up third strike and chelsea smile. AND BMTH IN 7 DAYS,amazing right now.,positive
c1d97e450f," I`m stuck in a try-to-merge-two-tools CSS hell, so no help from frameworks  Unless both tools had already used the same framework",stuck,negative
f8ac27720d,"  I think it`s because I`m always offtopic and sometimes inappropriate (germination and 'fruit picking' jokes, etc)",m always offtopic and sometimes inappropriate,negative
73ac06ca63,eating truffles  yum!,yum!,positive
cc63b518e6, I cried like a baby when we had to put our cat down 2 years ago...  For tears of happiness watch this http://bit.ly/qLwbe,I cried like a baby when we had to put our cat down 2 years ago...  For tears of happiness watch th,positive
f7d49948f0,hates not being able to see his monitor. I have about 25 minutes before the sun is not blinding me,hates,negative
33537ffd4d,is excited to see Samantha&Denise again  http://plurk.com/p/rr5id,excited,positive
90b0c70def,My sunburn itches  ouch,sunburn,negative
7b433441fc," I be ok, you?","I be ok, you?",positive
c179a2d3ba, http://twitpic.com/4w483 you guys look so nice,you guys look so nice,positive
7672922e27,"Alright, I think it`s time for bed...even though I`ll probably surf the net for another hour before I go to sleep lol! Goodnight",Goodnight,positive
b99970e268," ooc: thanks! Ugh...what a bad, bad day I`ve had. **** .","thanks! Ugh...what a bad, bad day I`ve had.",negative
771bc300f2,watching chelsea lately!  loveeeee her <3,loveeeee her,positive
1de5cfa298,_mills  better than a spider or some type if Australian wildlife one would imagine,better,positive
65d3b53efa, welcome home babe!,welcome home babe!,positive
2725e91f3d,Off to bed!! Still exhausted from Vegas,exhausted,negative
341470296e, they used to have a Book Expo in Canada (Toronto) but the cancelled it this year  #BEAtwittyparty #BEAtwittyparty,cancelled,negative
7669dc1086,i have a whole day planned for my mom today that i know she will love!,will love!,positive
d3344f58a6,Trying to figure out this thing...it`s not going well,it`s not going well,negative
e808a171e3, I GOT UR BACK @ BABY!! much love to ya!,much love to ya!,positive
e3993849ff,"Living down @ Alki without off-street parking BLOWS. 3:30p & there is no parking. Wkds are the worst, feel like a hostage.","Wkds are the worst, feel like a hostage.",negative
2898a9f7d5,I have to start eating healthy,healthy,positive
648a9e7fcc,_sandman_ _wounds   I miss you guys SO much  ****,I miss,negative
13fa373a34,Oh and Cali plans are a GO! I might get to see DA too and she`s my hero and rocks my socks,she`s my hero and rocks my socks,positive
560f8abb1c,Finally i have finished my tec recipe card and i feel somewhat accomplished,i feel somewhat accomplished,positive
b9635c3533,_aloud  and that hindi flick `99` that came out a couple of weeks ago that never made it to the UK,that never made it to the UK,negative
b2bb12a4fe," wow!  Nice roar, I see good things in your future","wow!  Nice roar, I see good things in your future",positive
e82b591fa4,"Yesterday I didn`t do much because I was just lazy, but today I don`t feel so good.",I don`t feel so good.,negative
ee7ec11615,http://twitpic.com/4j9fb - I really love this picture!,I really love this picture!,positive
d321e4dbe0, Last night was awesome! Thanks for all the hard work you put into it! Off to get some coffee now...,Last night was awesome!,positive
53578e9244,STOMACH ACHE!!! Ahhhhhh,ACHE!!,negative
fe2417605f,life is so good. and it will much greater on Thursday at 5pm!,good.,positive
46cf277106, well us Brits have to wait a few more days for it!  I thought it was all gonna realized at once! I guess it`s worth the wait!,! I guess it`s worth the wait!,positive
4535057b87, Yahoo ! Great! Always nice to hear successful stories!,Great!,positive
886522c33a,Little brothers being funny  Congrats on the engagement http://tinyurl.com/cv5nw8,funny,positive
1591f44910, I do now LOL.,LOL.,positive
c9be2ed48a, omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho` asses down here,omfg  whyyyyyy not that sucks!!,negative
ef5c867533," aww  i hope u find it soon i miss it. i cnt even use my cam w/o it, memory`s full. plus i wanna take it 2 SA this commin weekend.",aww  i hope u find it soon i miss it.,positive
7531767872," Shoot, Rob I missed it. Just got home.",b I missed it.,negative
55a394aa00, http://twitpic.com/4jf4m - Very interesting head gear. lol.,interesting,positive
76485cf830,im going to miss khyy so much,miss,negative
6d27a0de4d,"I wanna go home, but I can`t cause the customers won`t leave... And my boss won`t let me leave either",my boss won`t let me leave either,negative
7875afb5ab,arrg - i`ve been trying to upload my picture...darn thing won`t let me,darn,negative
45d0e20f00,ummm. no it didnt work so i guess im stuck with this uglyonee,i guess im stuck with this uglyonee,negative
8154e7fb2f,"_crazyangel Gah   But Gregg should have got the hot and talented vote, dammit!",", dammit",negative
3ba9084efe, Sorrry  I`m ready to leave.,Sorrry,negative
4753600111, Absolutely! Just have a good backup for Romo for December.,good,positive
375b8367d1, Yeah they are! So stop making fun of me! I gotta get new ones,o stop making fun of me!,negative
dfc9d76adf, It would be amazing if we could meet us in Germany! I have been to Germany twice.,It would be amazing,positive
575d93add8,Good morning Tweeple of the sun! What you all up to?,Good morning Tweeple of the sun! What you all up to?,positive
d11820cc61,"Home from gallery opening in Woodstock, NY. Frined had work on display.  Much great, cool and interesting art to be seen.","great,",positive
ac41ba79fe,im so tired of my responsabilities i wish i was a kid it seems that everyone around me is all about money and not me anymore,tired,negative
1aa361fe1a,*pokes and runs away* ... I WANT SUGAR !,*pokes and runs away*,negative
9feac012d5,Looks like the #GM Bankruptcy is going to happen. This loss will help offset the gains that I had earlier in the year tax wise. Oh well,Looks like the #GM Bankruptcy is going to happen. This loss will help offset the gains that I had earlier in the year tax wise. Oh well,negative
ad3e0f7aed, Oh! Don`t you just love these Vodafone series of Ads ... The best picturisation ever,e best picturisation ever,positive
eb57b657f0,Listening to the simply awesome Ratatat on a bank holiday monday before a BBQ later  http://bit.ly/gJqSh,simply awesome Ra,positive
f702a8f65f,"Hell, my iTunes music library is even bipolar!",iTunes music library is even bipolar!,negative
da68fc0719," dude, I can safely say I was blown away when I heard Attics. I`ll make sure I pass it on as much as I can!","dude, I can safely say I was blown away when I heard Attics.",positive
32ebc7900c,Starting to get annoyed with socialscope. Need an update,annoyed,negative
15a028bd00,had 2 leave the mrs  cuz i have to go 2 work  really didn`t want to.,y didn`t want to,negative
6a2aa44ccc, Goodmorning to you!Thank you so much for being so kind? The sun is out and I`m going to paint outside,!Thank you so much for being so kind?,positive
c4a3cd911f, http://twitpic.com/4fzo7 - you both have so beatiful eyes  i wanna have them,you both have so beatiful eyes,positive
